comment_id,comment,full_comment,topic,domain
comment_7_724,love hotel <SEP> positive,I love this hotel  ,restaurant -> atmosphere,Hotels
comment_7_725,love live music <SEP> positive,I love the live music at night .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_726,love movie theater <SEP> positive,Love this movie Theater !,restaurant -> atmosphere,Arts & Entertainment
comment_7_727,love parking <SEP> positive,Love parking here ! !,restaurant -> atmosphere,Automotive
comment_7_728,love private changing chambers <SEP> positive,I love the private changing chambers .  ,restaurant -> atmosphere,Beauty & Spas
comment_7_729,love reclining seats <SEP> positive,We love the new reclining seats .,restaurant -> atmosphere,Arts & Entertainment
comment_7_730,love resort <SEP> positive,I love this resort ! !,restaurant -> atmosphere,Hotels
comment_7_731,love restaurant <SEP> positive,"I love this restaurant , especially the Mt Lebanon location .",restaurant -> atmosphere,Restaurants
comment_7_732,love seasonal <SEP> positive,I love the seasonal veggies and xiao long bao - reminds me of how my parents made it .,restaurant -> atmosphere,Restaurants
comment_7_733,love set up <SEP> positive,Love the set up and outdoor patio .,restaurant -> atmosphere,Restaurants
comment_7_734,love show <SEP> positive,I love the show .,restaurant -> atmosphere,Arts & Entertainment
comment_7_735,love space <SEP> positive,We also love the space we have between each seat .,restaurant -> atmosphere,Arts & Entertainment
comment_7_736,love theater <SEP> positive,I really love this theater .,restaurant -> atmosphere,Arts & Entertainment
comment_7_737,love vegas show <SEP> positive,were they love the Vegas show and entertainment !,restaurant -> atmosphere,Arts & Entertainment
comment_7_738,love view <SEP> positive,Love the view from both sides of the club !  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_739,love wings <SEP> positive,"I love their wings , even if they are kind of small , but who can complain for $ 0 .",restaurant -> atmosphere,Restaurants
comment_7_740,loved accommodations <SEP> positive,Loved the accommodations here .,restaurant -> atmosphere,Beauty & Spas
comment_7_741,loved atmosphere <SEP> positive,We loved the atmosphere and the outdoor seating .,restaurant -> atmosphere,Arts & Entertainment
comment_7_741,loved atmosphere <SEP> positive,Loved the atmosphere .,restaurant -> atmosphere,Restaurants
comment_7_742,loved beauty bar <SEP> positive,I loved the Beauty Bar !  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_743,loved bunk beds <SEP> positive,"Never a dull moment the girls loved their bunk beds , the arcade , the cub club , the story time , meeting the characters I could go on and on .  ",restaurant -> atmosphere,Hotels
comment_7_744,loved car <SEP> positive,I came home and my husband LOVED his clean car .  ,restaurant -> atmosphere,Automotive
comment_7_745,loved decor <SEP> positive,I loved every single decor .,restaurant -> atmosphere,Beauty & Spas
comment_7_746,loved everything <SEP> positive,Loved the automatic everything .,restaurant -> atmosphere,Hotels
comment_7_747,loved experience <SEP> positive,Loved the experience !,restaurant -> atmosphere,Arts & Entertainment
comment_7_748,loved hotel <SEP> positive,Loved this hotel .,restaurant -> atmosphere,Hotels
comment_7_749,loved massage bed <SEP> positive,Absolutely loved the heated massage bed too .,restaurant -> atmosphere,Beauty & Spas
comment_7_750,loved music <SEP> positive,"Loved the music , the story line and actually found myself saying wow during the show .",restaurant -> atmosphere,Arts & Entertainment
comment_7_751,loved music selection <SEP> positive,"I loved the music selection that was playing ( primarily classic rock - Steve Miller , John Lennon , Stones , etc ) .",restaurant -> atmosphere,Restaurants
comment_7_752,loved overall experience <SEP> positive,I loved the overall experience .   ,restaurant -> atmosphere,Restaurants
comment_7_753,loved room <SEP> positive,"Loved our room , it was HUGE ! !  ",restaurant -> atmosphere,Hotels
comment_7_754,loved show <SEP> positive,Loved loved loved this show .,restaurant -> atmosphere,Arts & Entertainment
comment_7_755,loved spa <SEP> positive,I loved this Spa !  ,restaurant -> atmosphere,Beauty & Spas
comment_7_756,loved work <SEP> positive,I LOVED the work they did today,restaurant -> atmosphere,Beauty & Spas
comment_7_757,loved wow show <SEP> positive,I loved the WOW show .,restaurant -> atmosphere,Arts & Entertainment
comment_7_758,lovely ambience <SEP> positive,Ambience was lovely and romantic .,restaurant -> atmosphere,Restaurants
comment_7_759,lovely decor <SEP> positive,Lovely decor inside & out .,restaurant -> atmosphere,Hotels
comment_7_760,lovely facial <SEP> positive,"On the Strip , it would cost twice as much to receive such a lovely facial .",restaurant -> atmosphere,Beauty & Spas
comment_7_761,lovely hotel <SEP> positive,Lovely hotel and staff .,restaurant -> atmosphere,Hotels
comment_7_762,lovely hotel experience <SEP> positive,Lovely hotel experience .,restaurant -> atmosphere,Hotels
comment_7_763,lovely moroccan decor <SEP> positive,The Moroccan decor is lovely !  ,restaurant -> atmosphere,Hotels
comment_7_764,lovely restaurant <SEP> positive,Lovely restaurant and bar in the hotel .,restaurant -> atmosphere,Hotels
comment_7_765,lovely room <SEP> positive,I honestly can say my room on the 21st floor was lovely .,restaurant -> atmosphere,Hotels
comment_7_766,lovely rooms <SEP> positive,Lovely rooms .  ,restaurant -> atmosphere,Hotels
comment_7_767,lovely salon <SEP> positive,I 'm leaving this review so that those in near Henderson or people like me making trips to Las Vegas can stop by this lovely salon !,restaurant -> atmosphere,Beauty & Spas
comment_7_768,lovely shop <SEP> positive,and it 's a lovely shop .,restaurant -> atmosphere,Beauty & Spas
comment_7_769,lovely time <SEP> positive,I dined with my boyfriend & best friend from out of town recently and we had a lovely time .,restaurant -> atmosphere,Restaurants
comment_7_770,lovely upscale hotel <SEP> positive,A lovely upscale hotel .   ,restaurant -> atmosphere,Hotels
comment_7_771,lovely view <SEP> positive,The room and view were lovely however and you ca n't beat the location,restaurant -> atmosphere,Hotels
comment_7_772,lovely winter sun <SEP> positive,And the winter sun of Phoenix was sooo lovely .,restaurant -> atmosphere,Hotels
comment_7_773,lower parking <SEP> negative,They do run specials all the time at least from what they told me through Groupon and there are also plenty of ways to lower their parking rates .,restaurant -> atmosphere,Automotive
comment_7_774,magical dream show <SEP> positive,It was truly a magical dream show !,restaurant -> atmosphere,Arts & Entertainment
comment_7_775,magically show <SEP> positive,My family loves the show and it 's so magically !,restaurant -> atmosphere,Arts & Entertainment
comment_7_776,manageable parking <SEP> positive,Parking is manageable in the lots nearby ..,restaurant -> atmosphere,Restaurants
comment_7_777,marvelous decor <SEP> positive,", it 's seriously gorgeous with tons of space between tables and marvelous decor .",restaurant -> atmosphere,Restaurants
comment_7_778,marvelous feeling <SEP> positive,"However , when people help you save money on such expenses ... it 's a marvelous feeling .",restaurant -> atmosphere,Automotive
comment_7_779,massive shopping centre <SEP> positive,"massive shopping centre near dundas in toronto , well worth a visit .    ",restaurant -> atmosphere,Beauty & Spas
comment_7_780,memorable everything <SEP> positive,Everything on the menu is memorable .  ,restaurant -> atmosphere,Restaurants
comment_7_781,memorable massage <SEP> positive,they made my first massage memorable and deff .,restaurant -> atmosphere,Beauty & Spas
comment_7_782,minimal requirements cleanliness <SEP> positive,The minimal requirements for any hotel are cleanliness .,restaurant -> atmosphere,Hotels
comment_7_783,minimally luxurious room <SEP> positive,"and although we only stayed in a minimally luxurious room , they made us feel like royalty .",restaurant -> atmosphere,Hotels
comment_7_784,minuscule bathroom <SEP> negative,"I did n't feel like the rest of the room was very clean ( though to be fair , I did n't SEE anything to prove this , it just felt not the cleanest ) , and the bathroom was minuscule .",restaurant -> atmosphere,Hotels
comment_7_785,modern ambiance <SEP> positive,"The ambiance is modern , light and open .",restaurant -> atmosphere,Restaurants
comment_7_786,modern decor <SEP> positive,decor is modern .  ,restaurant -> atmosphere,Restaurants
comment_7_787,modern everything <SEP> positive,", everything is modern , and it could get a little noisy but the offer earplugs , i will be definitely staying here again",restaurant -> atmosphere,Hotels
comment_7_788,modern hotel <SEP> positive,The hotel was modern and clean .   ,restaurant -> atmosphere,Hotels
comment_7_789,modern interior <SEP> positive,The interior is modern and fresh and I enjoy being able to sit at the bar and watch the chefs make the meal .,restaurant -> atmosphere,Restaurants
comment_7_790,modern plush rooms <SEP> positive,"The rooms are Modern plush , and efficient .",restaurant -> atmosphere,Hotels
comment_7_791,modern room <SEP> positive,The room was modern and well designed .,restaurant -> atmosphere,Hotels
comment_7_792,modern rooms <SEP> positive,Renovated rooms are modern and clean .,restaurant -> atmosphere,Hotels
comment_7_793,more pleasant experience <SEP> positive,"Since word of mouth is the best sales tool , I am telling any and everyone that I have been on both sides of the car - buying desk not only as a consumer , but as a lender and never have had a more pleasant experience with a car deal .",restaurant -> atmosphere,Automotive
comment_7_794,more than show <SEP> positive,"The show was so much more than we expected , so amazing ! !   ",restaurant -> atmosphere,Arts & Entertainment
comment_7_795,most amazing hotel experience <SEP> positive,This might be by far the most amazing hotel experience I 've had yet .,restaurant -> atmosphere,Hotels
comment_7_796,most beautiful bar <SEP> positive,This is the most beautiful bar in Old Town,restaurant -> atmosphere,Arts & Entertainment
comment_7_797,most beautiful spa <SEP> positive,The most beautiful spa I have ever seen !,restaurant -> atmosphere,Beauty & Spas
comment_7_798,most entertaining show <SEP> positive,By far the most entertaining show on the strip !,restaurant -> atmosphere,Arts & Entertainment
comment_7_799,most pleasant experience <SEP> negative,"hectic , this was far from hectic the most pleasant experience I 've ever experienced .",restaurant -> atmosphere,Automotive
comment_7_800,most relaxing massage <SEP> positive,Most relaxing massage I had in vegas in a long time .,restaurant -> atmosphere,Beauty & Spas
comment_7_801,most trendy fashion <SEP> positive,and it has the most trendy fashion around .   ,restaurant -> atmosphere,Beauty & Spas
comment_7_802,much fun place <SEP> positive,Our kids had so much fun at this place .,restaurant -> atmosphere,Arts & Entertainment
comment_7_803,much fun show <SEP> positive,The show is so much fun and hilarious .,restaurant -> atmosphere,Arts & Entertainment
